,Case Number,Date,Year,Type,Country,Area,Location,Activity,Name,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Unnamed: 22,Unnamed: 23
10206,,,,,,,,,,,,,,,,,,,,,,,,
10207,,,,,,,,,,,,,,,,,,,,,,,,
10208,,,,,,,,,,,,,,,,,,,,,,,,
10209,,,,,,,,,,,,,,,,,,,,,,,,
10210,,,,,,,,,,,,,,,,,,,,,,,,
10211,,,,,,,,,,,,,,,,,,,,,,,,
10212,,,,,,,,,,,,,,,,,,,,,,,,
10213,,,,,,,,,,,,,,,,,,,,,,,,
10214,,,,,,,,,,,,,,,,,,,,,,,,
10215,,,,,,,,,,,,,,,,,,,,,,,,
10216,,,,,,,,,,,,,,,,,,,,,,,,
10217,,,,,,,,,,,,,,,,,,,,,,,,
10218,,,,,,,,,,,,,,,,,,,,,,,,
10219,,,,,,,,,,,,,,,,,,,,,,,,
10220,,,,,,,,,,,,,,,,,,,,,,,,
10221,,,,,,,,,,,,,,,,,,,,,,,,
10222,,,,,,,,,,,,,,,,,,,,,,,,
10223,,,,,,,,,,,,,,,,,,,,,,,,
10224,,,,,,,,,,,,,,,,,,,,,,,,
10225,,,,,,,,,,,,,,,,,,,,,,,,
10226,,,,,,,,,,,,,,,,,,,,,,,,
10227,,,,,,,,,,,,,,,,,,,,,,,,
10228,,,,,,,,,,,,,,,,,,,,,,,,
10229,,,,,,,,,,,,,,,,,,,,,,,,
10230,,,,,,,,,,,,,,,,,,,,,,,,
10231,,,,,,,,,,,,,,,,,,,,,,,,
10232,,,,,,,,,,,,,,,,,,,,,,,,
10233,,,,,,,,,,,,,,,,,,,,,,,,
10234,,,,,,,,,,,,,,,,,,,,,,,,
10235,,,,,,,,,,,,,,,,,,,,,,,,
10236,,,,,,,,,,,,,,,,,,,,,,,,
10237,,,,,,,,,,,,,,,,,,,,,,,,
10238,,,,,,,,,,,,,,,,,,,,,,,,
10239,,,,,,,,,,,,,,,,,,,,,,,,
10240,,,,,,,,,,,,,,,,,,,,,,,,
10241,,,,,,,,,,,,,,,,,,,,,,,,
10242,,,,,,,,,,,,,,,,,,,,,,,,
10243,,,,,,,,,,,,,,,,,,,,,,,,
10244,,,,,,,,,,,,,,,,,,,,,,,,
10245,,,,,,,,,,,,,,,,,,,,,,,,
10246,,,,,,,,,,,,,,,,,,,,,,,,
10247,,,,,,,,,,,,,,,,,,,,,,,,
10248,,,,,,,,,,,,,,,,,,,,,,,,
10249,,,,,,,,,,,,,,,,,,,,,,,,
10250,,,,,,,,,,,,,,,,,,,,,,,,
10251,,,,,,,,,,,,,,,,,,,,,,,,
10252,,,,,,,,,,,,,,,,,,,,,,,,
10253,,,,,,,,,,,,,,,,,,,,,,,,
10254,,,,,,,,,,,,,,,,,,,,,,,,
10255,,,,,,,,,,,,,,,,,,,,,,,,
10256,,,,,,,,,,,,,,,,,,,,,,,,
10257,,,,,,,,,,,,,,,,,,,,,,,,
10258,,,,,,,,,,,,,,,,,,,,,,,,
10259,,,,,,,,,,,,,,,,,,,,,,,,
10260,,,,,,,,,,,,,,,,,,,,,,,,
10261,,,,,,,,,,,,,,,,,,,,,,,,
10262,,,,,,,,,,,,,,,,,,,,,,,,
10263,,,,,,,,,,,,,,,,,,,,,,,,
10264,,,,,,,,,,,,,,,,,,,,,,,,
10265,,,,,,,,,,,,,,,,,,,,,,,,
10266,,,,,,,,,,,,,,,,,,,,,,,,
10267,,,,,,,,,,,,,,,,,,,,,,,,
10268,,,,,,,,,,,,,,,,,,,,,,,,
10269,,,,,,,,,,,,,,,,,,,,,,,,
10270,,,,,,,,,,,,,,,,,,,,,,,,
10271,,,,,,,,,,,,,,,,,,,,,,,,
10272,,,,,,,,,,,,,,,,,,,,,,,,
10273,,,,,,,,,,,,,,,,,,,,,,,,
10274,,,,,,,,,,,,,,,,,,,,,,,,
10275,,,,,,,,,,,,,,,,,,,,,,,,
10276,,,,,,,,,,,,,,,,,,,,,,,,
10277,,,,,,,,,,,,,,,,,,,,,,,,
10278,,,,,,,,,,,,,,,,,,,,,,,,
10279,,,,,,,,,,,,,,,,,,,,,,,,
10280,,,,,,,,,,,,,,,,,,,,,,,,
10281,,,,,,,,,,,,,,,,,,,,,,,,
10282,,,,,,,,,,,,,,,,,,,,,,,,
10283,,,,,,,,,,,,,,,,,,,,,,,,
10284,,,,,,,,,,,,,,,,,,,,,,,,
10285,,,,,,,,,,,,,,,,,,,,,,,,
10286,,,,,,,,,,,,,,,,,,,,,,,,
10287,,,,,,,,,,,,,,,,,,,,,,,,
10288,,,,,,,,,,,,,,,,,,,,,,,,
10289,,,,,,,,,,,,,,,,,,,,,,,,
10290,,,,,,,,,,,,,,,,,,,,,,,,
10291,,,,,,,,,,,,,,,,,,,,,,,,
10292,,,,,,,,,,,,,,,,,,,,,,,,
10293,,,,,,,,,,,,,,,,,,,,,,,,
10294,,,,,,,,,,,,,,,,,,,,,,,,
10295,,,,,,,,,,,,,,,,,,,,,,,,
10296,,,,,,,,,,,,,,,,,,,,,,,,
10297,,,,,,,,,,,,,,,,,,,,,,,,
10298,,,,,,,,,,,,,,,,,,,,,,,,
10299,,,,,,,,,,,,,,,,,,,,,,,,
10300,,,,,,,,,,,,,,,,,,,,,,,,
10301,,,,,,,,,,,,,,,,,,,,,,,,
10302,,,,,,,,,,,,,,,,,,,,,,,,
10303,,,,,,,,,,,,,,,,,,,,,,,,
10304,,,,,,,,,,,,,,,,,,,,,,,,
10305,,,,,,,,,,,,,,,,,,,,,,,,
10306,,,,,,,,,,,,,,,,,,,,,,,,
10307,,,,,,,,,,,,,,,,,,,,,,,,
10308,,,,,,,,,,,,,,,,,,,,,,,,
10309,,,,,,,,,,,,,,,,,,,,,,,,
10310,,,,,,,,,,,,,,,,,,,,,,,,
10311,,,,,,,,,,,,,,,,,,,,,,,,
10312,,,,,,,,,,,,,,,,,,,,,,,,
10313,,,,,,,,,,,,,,,,,,,,,,,,
10314,,,,,,,,,,,,,,,,,,,,,,,,
10315,,,,,,,,,,,,,,,,,,,,,,,,
10316,,,,,,,,,,,,,,,,,,,,,,,,
10317,,,,,,,,,,,,,,,,,,,,,,,,
10318,,,,,,,,,,,,,,,,,,,,,,,,
10319,,,,,,,,,,,,,,,,,,,,,,,,
10320,,,,,,,,,,,,,,,,,,,,,,,,
10321,,,,,,,,,,,,,,,,,,,,,,,,
10322,,,,,,,,,,,,,,,,,,,,,,,,
10323,,,,,,,,,,,,,,,,,,,,,,,,
10324,,,,,,,,,,,,,,,,,,,,,,,,
10325,,,,,,,,,,,,,,,,,,,,,,,,
10326,,,,,,,,,,,,,,,,,,,,,,,,
10327,,,,,,,,,,,,,,,,,,,,,,,,
10328,,,,,,,,,,,,,,,,,,,,,,,,
10329,,,,,,,,,,,,,,,,,,,,,,,,
10330,,,,,,,,,,,,,,,,,,,,,,,,
10331,,,,,,,,,,,,,,,,,,,,,,,,
10332,,,,,,,,,,,,,,,,,,,,,,,,
10333,,,,,,,,,,,,,,,,,,,,,,,,
10334,,,,,,,,,,,,,,,,,,,,,,,,
10335,,,,,,,,,,,,,,,,,,,,,,,,
10336,,,,,,,,,,,,,,,,,,,,,,,,
10337,,,,,,,,,,,,,,,,,,,,,,,,
10338,,,,,,,,,,,,,,,,,,,,,,,,
10339,,,,,,,,,,,,,,,,,,,,,,,,
10340,,,,,,,,,,,,,,,,,,,,,,,,
10341,,,,,,,,,,,,,,,,,,,,,,,,
10342,,,,,,,,,,,,,,,,,,,,,,,,
10343,,,,,,,,,,,,,,,,,,,,,,,,
10344,,,,,,,,,,,,,,,,,,,,,,,,
10345,,,,,,,,,,,,,,,,,,,,,,,,
10346,,,,,,,,,,,,,,,,,,,,,,,,
10347,,,,,,,,,,,,,,,,,,,,,,,,
10348,,,,,,,,,,,,,,,,,,,,,,,,
10349,,,,,,,,,,,,,,,,,,,,,,,,
10350,,,,,,,,,,,,,,,,,,,,,,,,
10351,,,,,,,,,,,,,,,,,,,,,,,,
10352,,,,,,,,,,,,,,,,,,,,,,,,
10353,,,,,,,,,,,,,,,,,,,,,,,,
10354,,,,,,,,,,,,,,,,,,,,,,,,
10355,,,,,,,,,,,,,,,,,,,,,,,,
10356,,,,,,,,,,,,,,,,,,,,,,,,
10357,,,,,,,,,,,,,,,,,,,,,,,,
10358,,,,,,,,,,,,,,,,,,,,,,,,
10359,,,,,,,,,,,,,,,,,,,,,,,,
10360,,,,,,,,,,,,,,,,,,,,,,,,
10361,,,,,,,,,,,,,,,,,,,,,,,,
10362,,,,,,,,,,,,,,,,,,,,,,,,
10363,,,,,,,,,,,,,,,,,,,,,,,,
10364,,,,,,,,,,,,,,,,,,,,,,,,
10365,,,,,,,,,,,,,,,,,,,,,,,,
10366,,,,,,,,,,,,,,,,,,,,,,,,
10367,,,,,,,,,,,,,,,,,,,,,,,,
10368,,,,,,,,,,,,,,,,,,,,,,,,
10369,,,,,,,,,,,,,,,,,,,,,,,,
10370,,,,,,,,,,,,,,,,,,,,,,,,
10371,,,,,,,,,,,,,,,,,,,,,,,,
10372,,,,,,,,,,,,,,,,,,,,,,,,
10373,,,,,,,,,,,,,,,,,,,,,,,,
10374,,,,,,,,,,,,,,,,,,,,,,,,
10375,,,,,,,,,,,,,,,,,,,,,,,,
10376,,,,,,,,,,,,,,,,,,,,,,,,
10377,,,,,,,,,,,,,,,,,,,,,,,,
10378,,,,,,,,,,,,,,,,,,,,,,,,
10379,,,,,,,,,,,,,,,,,,,,,,,,
10380,,,,,,,,,,,,,,,,,,,,,,,,
10381,,,,,,,,,,,,,,,,,,,,,,,,
10382,,,,,,,,,,,,,,,,,,,,,,,,
10383,,,,,,,,,,,,,,,,,,,,,,,,
10384,,,,,,,,,,,,,,,,,,,,,,,,
10385,,,,,,,,,,,,,,,,,,,,,,,,
10386,,,,,,,,,,,,,,,,,,,,,,,,
10387,,,,,,,,,,,,,,,,,,,,,,,,
10388,,,,,,,,,,,,,,,,,,,,,,,,
10389,,,,,,,,,,,,,,,,,,,,,,,,
10390,,,,,,,,,,,,,,,,,,,,,,,,
10391,,,,,,,,,,,,,,,,,,,,,,,,
10392,,,,,,,,,,,,,,,,,,,,,,,,
10393,,,,,,,,,,,,,,,,,,,,,,,,
10394,,,,,,,,,,,,,,,,,,,,,,,,
10395,,,,,,,,,,,,,,,,,,,,,,,,
10396,,,,,,,,,,,,,,,,,,,,,,,,
10397,,,,,,,,,,,,,,,,,,,,,,,,
10398,,,,,,,,,,,,,,,,,,,,,,,,
10399,,,,,,,,,,,,,,,,,,,,,,,,
10400,,,,,,,,,,,,,,,,,,,,,,,,
10401,,,,,,,,,,,,,,,,,,,,,,,,
10402,,,,,,,,,,,,,,,,,,,,,,,,
10403,,,,,,,,,,,,,,,,,,,,,,,,
10404,,,,,,,,,,,,,,,,,,,,,,,,
10405,,,,,,,,,,,,,,,,,,,,,,,,
10406,,,,,,,,,,,,,,,,,,,,,,,,
10407,,,,,,,,,,,,,,,,,,,,,,,,
10408,,,,,,,,,,,,,,,,,,,,,,,,
10409,,,,,,,,,,,,,,,,,,,,,,,,
10410,,,,,,,,,,,,,,,,,,,,,,,,
10411,,,,,,,,,,,,,,,,,,,,,,,,
10412,,,,,,,,,,,,,,,,,,,,,,,,
10413,,,,,,,,,,,,,,,,,,,,,,,,
10414,,,,,,,,,,,,,,,,,,,,,,,,
10415,,,,,,,,,,,,,,,,,,,,,,,,
10416,,,,,,,,,,,,,,,,,,,,,,,,
10417,,,,,,,,,,,,,,,,,,,,,,,,
10418,,,,,,,,,,,,,,,,,,,,,,,,
10419,,,,,,,,,,,,,,,,,,,,,,,,
10420,,,,,,,,,,,,,,,,,,,,,,,,
10421,,,,,,,,,,,,,,,,,,,,,,,,
10422,,,,,,,,,,,,,,,,,,,,,,,,
10423,,,,,,,,,,,,,,,,,,,,,,,,
10424,,,,,,,,,,,,,,,,,,,,,,,,
10425,,,,,,,,,,,,,,,,,,,,,,,,
10426,,,,,,,,,,,,,,,,,,,,,,,,
10427,,,,,,,,,,,,,,,,,,,,,,,,
10428,,,,,,,,,,,,,,,,,,,,,,,,
10429,,,,,,,,,,,,,,,,,,,,,,,,
10430,,,,,,,,,,,,,,,,,,,,,,,,
10431,,,,,,,,,,,,,,,,,,,,,,,,
10432,,,,,,,,,,,,,,,,,,,,,,,,
10433,,,,,,,,,,,,,,,,,,,,,,,,
10434,,,,,,,,,,,,,,,,,,,,,,,,
10435,,,,,,,,,,,,,,,,,,,,,,,,
10436,,,,,,,,,,,,,,,,,,,,,,,,
10437,,,,,,,,,,,,,,,,,,,,,,,,
10438,,,,,,,,,,,,,,,,,,,,,,,,
10439,,,,,,,,,,,,,,,,,,,,,,,,
10440,,,,,,,,,,,,,,,,,,,,,,,,
10441,,,,,,,,,,,,,,,,,,,,,,,,
10442,,,,,,,,,,,,,,,,,,,,,,,,
10443,,,,,,,,,,,,,,,,,,,,,,,,
10444,,,,,,,,,,,,,,,,,,,,,,,,
10445,,,,,,,,,,,,,,,,,,,,,,,,
10446,,,,,,,,,,,,,,,,,,,,,,,,
10447,,,,,,,,,,,,,,,,,,,,,,,,
10448,,,,,,,,,,,,,,,,,,,,,,,,
10449,,,,,,,,,,,,,,,,,,,,,,,,
10450,,,,,,,,,,,,,,,,,,,,,,,,
10451,,,,,,,,,,,,,,,,,,,,,,,,
10452,,,,,,,,,,,,,,,,,,,,,,,,
10453,,,,,,,,,,,,,,,,,,,,,,,,
10454,,,,,,,,,,,,,,,,,,,,,,,,
10455,,,,,,,,,,,,,,,,,,,,,,,,
10456,,,,,,,,,,,,,,,,,,,,,,,,
10457,,,,,,,,,,,,,,,,,,,,,,,,
10458,,,,,,,,,,,,,,,,,,,,,,,,
10459,,,,,,,,,,,,,,,,,,,,,,,,
10460,,,,,,,,,,,,,,,,,,,,,,,,
10461,,,,,,,,,,,,,,,,,,,,,,,,
10462,,,,,,,,,,,,,,,,,,,,,,,,
10463,,,,,,,,,,,,,,,,,,,,,,,,
10464,,,,,,,,,,,,,,,,,,,,,,,,
10465,,,,,,,,,,,,,,,,,,,,,,,,
10466,,,,,,,,,,,,,,,,,,,,,,,,
10467,,,,,,,,,,,,,,,,,,,,,,,,
10468,,,,,,,,,,,,,,,,,,,,,,,,
10469,,,,,,,,,,,,,,,,,,,,,,,,
10470,,,,,,,,,,,,,,,,,,,,,,,,
10471,,,,,,,,,,,,,,,,,,,,,,,,
10472,,,,,,,,,,,,,,,,,,,,,,,,
10473,,,,,,,,,,,,,,,,,,,,,,,,
10474,,,,,,,,,,,,,,,,,,,,,,,,
10475,,,,,,,,,,,,,,,,,,,,,,,,
10476,,,,,,,,,,,,,,,,,,,,,,,,
10477,,,,,,,,,,,,,,,,,,,,,,,,
10478,,,,,,,,,,,,,,,,,,,,,,,,
10479,,,,,,,,,,,,,,,,,,,,,,,,
10480,,,,,,,,,,,,,,,,,,,,,,,,
10481,,,,,,,,,,,,,,,,,,,,,,,,
10482,,,,,,,,,,,,,,,,,,,,,,,,
10483,,,,,,,,,,,,,,,,,,,,,,,,
10484,,,,,,,,,,,,,,,,,,,,,,,,
10485,,,,,,,,,,,,,,,,,,,,,,,,
10486,,,,,,,,,,,,,,,,,,,,,,,,
10487,,,,,,,,,,,,,,,,,,,,,,,,
10488,,,,,,,,,,,,,,,,,,,,,,,,
10489,,,,,,,,,,,,,,,,,,,,,,,,
10490,,,,,,,,,,,,,,,,,,,,,,,,
10491,,,,,,,,,,,,,,,,,,,,,,,,
10492,,,,,,,,,,,,,,,,,,,,,,,,
10493,,,,,,,,,,,,,,,,,,,,,,,,
10494,,,,,,,,,,,,,,,,,,,,,,,,
10495,,,,,,,,,,,,,,,,,,,,,,,,
10496,,,,,,,,,,,,,,,,,,,,,,,,
10497,,,,,,,,,,,,,,,,,,,,,,,,
10498,,,,,,,,,,,,,,,,,,,,,,,,
10499,,,,,,,,,,,,,,,,,,,,,,,,
10500,,,,,,,,,,,,,,,,,,,,,,,,
10501,,,,,,,,,,,,,,,,,,,,,,,,
10502,,,,,,,,,,,,,,,,,,,,,,,,
10503,,,,,,,,,,,,,,,,,,,,,,,,
10504,,,,,,,,,,,,,,,,,,,,,,,,
10505,,,,,,,,,,,,,,,,,,,,,,,,
10506,,,,,,,,,,,,,,,,,,,,,,,,
10507,,,,,,,,,,,,,,,,,,,,,,,,
10508,,,,,,,,,,,,,,,,,,,,,,,,
10509,,,,,,,,,,,,,,,,,,,,,,,,
10510,,,,,,,,,,,,,,,,,,,,,,,,
10511,,,,,,,,,,,,,,,,,,,,,,,,
10512,,,,,,,,,,,,,,,,,,,,,,,,
10513,,,,,,,,,,,,,,,,,,,,,,,,
10514,,,,,,,,,,,,,,,,,,,,,,,,
10515,,,,,,,,,,,,,,,,,,,,,,,,
10516,,,,,,,,,,,,,,,,,,,,,,,,
10517,,,,,,,,,,,,,,,,,,,,,,,,
10518,,,,,,,,,,,,,,,,,,,,,,,,
10519,,,,,,,,,,,,,,,,,,,,,,,,
10520,,,,,,,,,,,,,,,,,,,,,,,,
10521,,,,,,,,,,,,,,,,,,,,,,,,
10522,,,,,,,,,,,,,,,,,,,,,,,,
10523,,,,,,,,,,,,,,,,,,,,,,,,
10524,,,,,,,,,,,,,,,,,,,,,,,,
10525,,,,,,,,,,,,,,,,,,,,,,,,
10526,,,,,,,,,,,,,,,,,,,,,,,,
10527,,,,,,,,,,,,,,,,,,,,,,,,
10528,,,,,,,,,,,,,,,,,,,,,,,,
10529,,,,,,,,,,,,,,,,,,,,,,,,
10530,,,,,,,,,,,,,,,,,,,,,,,,
10531,,,,,,,,,,,,,,,,,,,,,,,,
10532,,,,,,,,,,,,,,,,,,,,,,,,
10533,,,,,,,,,,,,,,,,,,,,,,,,
10534,,,,,,,,,,,,,,,,,,,,,,,,
10535,,,,,,,,,,,,,,,,,,,,,,,,
10536,,,,,,,,,,,,,,,,,,,,,,,,
10537,,,,,,,,,,,,,,,,,,,,,,,,
10538,,,,,,,,,,,,,,,,,,,,,,,,
10539,,,,,,,,,,,,,,,,,,,,,,,,
10540,,,,,,,,,,,,,,,,,,,,,,,,
10541,,,,,,,,,,,,,,,,,,,,,,,,
10542,,,,,,,,,,,,,,,,,,,,,,,,
10543,,,,,,,,,,,,,,,,,,,,,,,,
10544,,,,,,,,,,,,,,,,,,,,,,,,
10545,,,,,,,,,,,,,,,,,,,,,,,,
10546,,,,,,,,,,,,,,,,,,,,,,,,
10547,,,,,,,,,,,,,,,,,,,,,,,,
10548,,,,,,,,,,,,,,,,,,,,,,,,
10549,,,,,,,,,,,,,,,,,,,,,,,,
10550,,,,,,,,,,,,,,,,,,,,,,,,
10551,,,,,,,,,,,,,,,,,,,,,,,,
10552,,,,,,,,,,,,,,,,,,,,,,,,
10553,,,,,,,,,,,,,,,,,,,,,,,,
10554,,,,,,,,,,,,,,,,,,,,,,,,
10555,,,,,,,,,,,,,,,,,,,,,,,,
10556,,,,,,,,,,,,,,,,,,,,,,,,
10557,,,,,,,,,,,,,,,,,,,,,,,,
10558,,,,,,,,,,,,,,,,,,,,,,,,
10559,,,,,,,,,,,,,,,,,,,,,,,,
10560,,,,,,,,,,,,,,,,,,,,,,,,
10561,,,,,,,,,,,,,,,,,,,,,,,,
10562,,,,,,,,,,,,,,,,,,,,,,,,
10563,,,,,,,,,,,,,,,,,,,,,,,,
10564,,,,,,,,,,,,,,,,,,,,,,,,
10565,,,,,,,,,,,,,,,,,,,,,,,,
10566,,,,,,,,,,,,,,,,,,,,,,,,
10567,,,,,,,,,,,,,,,,,,,,,,,,
10568,,,,,,,,,,,,,,,,,,,,,,,,
10569,,,,,,,,,,,,,,,,,,,,,,,,
10570,,,,,,,,,,,,,,,,,,,,,,,,
10571,,,,,,,,,,,,,,,,,,,,,,,,
10572,,,,,,,,,,,,,,,,,,,,,,,,
10573,,,,,,,,,,,,,,,,,,,,,,,,
10574,,,,,,,,,,,,,,,,,,,,,,,,
10575,,,,,,,,,,,,,,,,,,,,,,,,
10576,,,,,,,,,,,,,,,,,,,,,,,,
10577,,,,,,,,,,,,,,,,,,,,,,,,
10578,,,,,,,,,,,,,,,,,,,,,,,,
10579,,,,,,,,,,,,,,,,,,,,,,,,
10580,,,,,,,,,,,,,,,,,,,,,,,,
10581,,,,,,,,,,,,,,,,,,,,,,,,
10582,,,,,,,,,,,,,,,,,,,,,,,,
10583,,,,,,,,,,,,,,,,,,,,,,,,
10584,,,,,,,,,,,,,,,,,,,,,,,,
10585,,,,,,,,,,,,,,,,,,,,,,,,
10586,,,,,,,,,,,,,,,,,,,,,,,,
10587,,,,,,,,,,,,,,,,,,,,,,,,
10588,,,,,,,,,,,,,,,,,,,,,,,,
10589,,,,,,,,,,,,,,,,,,,,,,,,
10590,,,,,,,,,,,,,,,,,,,,,,,,
10591,,,,,,,,,,,,,,,,,,,,,,,,
10592,,,,,,,,,,,,,,,,,,,,,,,,
10593,,,,,,,,,,,,,,,,,,,,,,,,
10594,,,,,,,,,,,,,,,,,,,,,,,,
10595,,,,,,,,,,,,,,,,,,,,,,,,
10596,,,,,,,,,,,,,,,,,,,,,,,,
10597,,,,,,,,,,,,,,,,,,,,,,,,
10598,,,,,,,,,,,,,,,,,,,,,,,,
10599,,,,,,,,,,,,,,,,,,,,,,,,
10600,,,,,,,,,,,,,,,,,,,,,,,,
10601,,,,,,,,,,,,,,,,,,,,,,,,
10602,,,,,,,,,,,,,,,,,,,,,,,,
10603,,,,,,,,,,,,,,,,,,,,,,,,
10604,,,,,,,,,,,,,,,,,,,,,,,,
10605,,,,,,,,,,,,,,,,,,,,,,,,
10606,,,,,,,,,,,,,,,,,,,,,,,,
10607,,,,,,,,,,,,,,,,,,,,,,,,
10608,,,,,,,,,,,,,,,,,,,,,,,,
10609,,,,,,,,,,,,,,,,,,,,,,,,
10610,,,,,,,,,,,,,,,,,,,,,,,,
10611,,,,,,,,,,,,,,,,,,,,,,,,
10612,,,,,,,,,,,,,,,,,,,,,,,,
10613,,,,,,,,,,,,,,,,,,,,,,,,
10614,,,,,,,,,,,,,,,,,,,,,,,,
10615,,,,,,,,,,,,,,,,,,,,,,,,
10616,,,,,,,,,,,,,,,,,,,,,,,,
10617,,,,,,,,,,,,,,,,,,,,,,,,
10618,,,,,,,,,,,,,,,,,,,,,,,,
10619,,,,,,,,,,,,,,,,,,,,,,,,
10620,,,,,,,,,,,,,,,,,,,,,,,,
10621,,,,,,,,,,,,,,,,,,,,,,,,
10622,,,,,,,,,,,,,,,,,,,,,,,,
10623,,,,,,,,,,,,,,,,,,,,,,,,
10624,,,,,,,,,,,,,,,,,,,,,,,,
10625,,,,,,,,,,,,,,,,,,,,,,,,
10626,,,,,,,,,,,,,,,,,,,,,,,,
10627,,,,,,,,,,,,,,,,,,,,,,,,
10628,,,,,,,,,,,,,,,,,,,,,,,,
10629,,,,,,,,,,,,,,,,,,,,,,,,
10630,,,,,,,,,,,,,,,,,,,,,,,,
10631,,,,,,,,,,,,,,,,,,,,,,,,
10632,,,,,,,,,,,,,,,,,,,,,,,,
10633,,,,,,,,,,,,,,,,,,,,,,,,
10634,,,,,,,,,,,,,,,,,,,,,,,,
10635,,,,,,,,,,,,,,,,,,,,,,,,
10636,,,,,,,,,,,,,,,,,,,,,,,,
10637,,,,,,,,,,,,,,,,,,,,,,,,
10638,,,,,,,,,,,,,,,,,,,,,,,,
10639,,,,,,,,,,,,,,,,,,,,,,,,
10640,,,,,,,,,,,,,,,,,,,,,,,,
10641,,,,,,,,,,,,,,,,,,,,,,,,
10642,,,,,,,,,,,,,,,,,,,,,,,,
10643,,,,,,,,,,,,,,,,,,,,,,,,
10644,,,,,,,,,,,,,,,,,,,,,,,,
10645,,,,,,,,,,,,,,,,,,,,,,,,
10646,,,,,,,,,,,,,,,,,,,,,,,,
10647,,,,,,,,,,,,,,,,,,,,,,,,
10648,,,,,,,,,,,,,,,,,,,,,,,,
10649,,,,,,,,,,,,,,,,,,,,,,,,
10650,,,,,,,,,,,,,,,,,,,,,,,,
10651,,,,,,,,,,,,,,,,,,,,,,,,
10652,,,,,,,,,,,,,,,,,,,,,,,,
10653,,,,,,,,,,,,,,,,,,,,,,,,
10654,,,,,,,,,,,,,,,,,,,,,,,,
10655,,,,,,,,,,,,,,,,,,,,,,,,
10656,,,,,,,,,,,,,,,,,,,,,,,,
10657,,,,,,,,,,,,,,,,,,,,,,,,
10658,,,,,,,,,,,,,,,,,,,,,,,,
10659,,,,,,,,,,,,,,,,,,,,,,,,
10660,,,,,,,,,,,,,,,,,,,,,,,,
10661,,,,,,,,,,,,,,,,,,,,,,,,
10662,,,,,,,,,,,,,,,,,,,,,,,,
10663,,,,,,,,,,,,,,,,,,,,,,,,
10664,,,,,,,,,,,,,,,,,,,,,,,,
10665,,,,,,,,,,,,,,,,,,,,,,,,
10666,,,,,,,,,,,,,,,,,,,,,,,,
10667,,,,,,,,,,,,,,,,,,,,,,,,
10668,,,,,,,,,,,,,,,,,,,,,,,,
10669,,,,,,,,,,,,,,,,,,,,,,,,
10670,,,,,,,,,,,,,,,,,,,,,,,,
10671,,,,,,,,,,,,,,,,,,,,,,,,
10672,,,,,,,,,,,,,,,,,,,,,,,,
10673,,,,,,,,,,,,,,,,,,,,,,,,
10674,,,,,,,,,,,,,,,,,,,,,,,,
10675,,,,,,,,,,,,,,,,,,,,,,,,
10676,,,,,,,,,,,,,,,,,,,,,,,,
10677,,,,,,,,,,,,,,,,,,,,,,,,
10678,,,,,,,,,,,,,,,,,,,,,,,,
10679,,,,,,,,,,,,,,,,,,,,,,,,
10680,,,,,,,,,,,,,,,,,,,,,,,,
10681,,,,,,,,,,,,,,,,,,,,,,,,
10682,,,,,,,,,,,,,,,,,,,,,,,,
10683,,,,,,,,,,,,,,,,,,,,,,,,
10684,,,,,,,,,,,,,,,,,,,,,,,,
10685,,,,,,,,,,,,,,,,,,,,,,,,
10686,,,,,,,,,,,,,,,,,,,,,,,,
10687,,,,,,,,,,,,,,,,,,,,,,,,
10688,,,,,,,,,,,,,,,,,,,,,,,,
10689,,,,,,,,,,,,,,,,,,,,,,,,
10690,,,,,,,,,,,,,,,,,,,,,,,,
10691,,,,,,,,,,,,,,,,,,,,,,,,
10692,,,,,,,,,,,,,,,,,,,,,,,,
10693,,,,,,,,,,,,,,,,,,,,,,,,
10694,,,,,,,,,,,,,,,,,,,,,,,,
10695,,,,,,,,,,,,,,,,,,,,,,,,
10696,,,,,,,,,,,,,,,,,,,,,,,,
10697,,,,,,,,,,,,,,,,,,,,,,,,
10698,,,,,,,,,,,,,,,,,,,,,,,,
10699,,,,,,,,,,,,,,,,,,,,,,,,
10700,,,,,,,,,,,,,,,,,,,,,,,,
10701,,,,,,,,,,,,,,,,,,,,,,,,
10702,,,,,,,,,,,,,,,,,,,,,,,,
10703,,,,,,,,,,,,,,,,,,,,,,,,
10704,,,,,,,,,,,,,,,,,,,,,,,,
10705,,,,,,,,,,,,,,,,,,,,,,,,
10706,,,,,,,,,,,,,,,,,,,,,,,,
10707,,,,,,,,,,,,,,,,,,,,,,,,
10708,,,,,,,,,,,,,,,,,,,,,,,,
10709,,,,,,,,,,,,,,,,,,,,,,,,
10710,,,,,,,,,,,,,,,,,,,,,,,,
10711,,,,,,,,,,,,,,,,,,,,,,,,
10712,,,,,,,,,,,,,,,,,,,,,,,,
10713,,,,,,,,,,,,,,,,,,,,,,,,
10714,,,,,,,,,,,,,,,,,,,,,,,,
10715,,,,,,,,,,,,,,,,,,,,,,,,
10716,,,,,,,,,,,,,,,,,,,,,,,,
10717,,,,,,,,,,,,,,,,,,,,,,,,
10718,,,,,,,,,,,,,,,,,,,,,,,,
10719,,,,,,,,,,,,,,,,,,,,,,,,
